date,open,high,low,close,volume
2020-05-26,87.8809,87.9067,87.5679,87.7373,3406492
2020-05-27,87.7373,88.5265,87.8539,88.1902,2265520
2020-05-28,88.1902,90.2804,90.1918,90.2361,4034150
2020-05-29,90.2361,91.0403,89.8647,90.4525,6642314
2020-06-01,90.4525,90.877,90.6424,90.7597,6186321
2020-06-02,90.7597,90.7974,90.6143,90.7059,2241888
2020-06-03,90.7059,88.7713,88.5643,88.6678,3746434
2020-06-04,88.6678,89.2206,88.1118,88.6662,6435903
2020-06-05,88.6662,89.0704,88.4434,88.7569,622019
2020-06-08,88.7569,91.4755,91.4186,91.4471,5066156
2020-06-09,91.4471,91.3295,91.1977,91.2636,2265317
2020-06-10,91.2636,92.7921,90.4517,91.6219,679001
2020-06-11,91.6219,91.7207,91.5017,91.6112,3392927
2020-06-12,91.6112,90.6343,90.0908,90.3625,3745988
2020-06-15,90.3625,91.7941,91.4815,91.6378,1184494
2020-06-16,91.6378,92.921,92.0712,92.4961,3627022
2020-06-17,92.4961,93.4487,93.364,93.4063,4348189
2020-06-18,93.4063,92.952,91.8886,92.4203,1093731
2020-06-19,92.4203,94.3631,93.6717,94.0174,7545927
2020-06-22,94.0174,92.724,92.2296,92.4768,2916826
2020-06-23,92.4768,93.8563,92.4602,93.1583,5354491
2020-06-24,93.1583,96.0815,95.2549,95.6682,4790447
2020-06-25,95.6682,94.7353,94.3969,94.5661,4363741
2020-06-26,94.5661,94.4353,93.4724,93.9538,644771
2020-06-29,93.9538,94.12,94.0689,94.0945,5714636
2020-06-30,94.0945,93.8749,93.2366,93.5558,6249593
2020-07-01,93.5558,92.0366,91.6804,91.8585,1508923
2020-07-02,91.8585,92.2731,91.6504,91.9617,3498111
2020-07-03,91.9617,91.0579,90.5903,90.8241,2320908
2020-07-06,90.8241,91.7456,90.9927,91.3692,5354977
2020-07-07,91.3692,90.5148,90.2727,90.3937,2217534
2020-07-08,90.3937,92.2671,91.9696,92.1183,611362
2020-07-09,92.1183,91.6327,90.9352,91.284,4416533
2020-07-10,91.284,91.1132,90.805,90.9591,6033831
2020-07-13,90.9591,92.637,91.121,91.879,2536503
2020-07-14,91.879,90.9457,90.1723,90.559,4870602
2020-07-15,90.559,90.8426,90.825,90.8338,3180990
2020-07-16,90.8338,92.8189,91.7761,92.2975,5167592
2020-07-17,92.2975,90.5902,90.5325,90.5614,2862854
2020-07-20,90.5614,90.9537,90.6252,90.7895,7784268
2020-07-21,90.7895,91.4875,90.7132,91.1004,2909409
2020-07-22,91.1004,92.1443,91.8291,91.9867,6582311
2020-07-23,91.9867,90.7264,90.5907,90.6585,6454118
2020-07-24,90.6585,89.6121,88.9082,89.2601,3550999
2020-07-27,89.2601,90.2746,89.4211,89.8479,7898251
2020-07-28,89.8479,91.13,89.2614,90.1957,2239122
2020-07-29,90.1957,90.7042,90.2846,90.4944,3551622
2020-07-30,90.4944,91.0171,90.7802,90.8986,3286281
2020-07-31,90.8986,90.2571,90.1168,90.187,1275292
2020-08-03,90.187,90.5936,90.338,90.4658,4427352
2020-08-04,90.4658,90.9347,90.6888,90.8118,2833647
2020-08-05,90.8118,90.1701,89.9572,90.0636,4223234
2020-08-06,90.0636,92.1926,92.0684,92.1305,7072829
2020-08-07,92.1305,93.1721,92.1951,92.6836,2410217
2020-08-10,92.6836,91.7635,91.0275,91.3955,2100741
2020-08-11,91.3955,92.5662,91.7259,92.146,689073
2020-08-12,92.146,91.5819,90.6219,91.1019,859281
2020-08-13,91.1019,92.0375,91.9506,91.994,7615972
2020-08-14,91.994,94.1019,92.518,93.31,7659668
2020-08-17,93.31,92.648,92.1985,92.4233,3607548
2020-08-18,92.4233,94.0112,93.0408,93.526,7987910
2020-08-19,93.526,94.0272,94.01,94.0186,4914011
2020-08-20,94.0186,95.3588,94.5995,94.9791,2838401
2020-08-21,94.9791,97.3912,96.9987,97.1949,1585610
2020-08-24,97.1949,97.2642,96.6123,96.9382,4865693
2020-08-25,96.9382,96.3044,95.8841,96.0942,4358884
2020-08-26,96.0942,95.1934,95.0116,95.1025,1559165
2020-08-27,95.1025,94.3425,94.066,94.2043,5800101
2020-08-28,94.2043,94.2929,93.9978,94.1454,4433817
2020-08-31,94.1454,94.9088,94.211,94.5599,4006172
2020-09-01,94.5599,95.5161,94.2897,94.9029,7432973
2020-09-02,94.9029,96.002,95.7548,95.8784,1325963
2020-09-03,95.8784,96.3891,95.4551,95.9221,1076515
2020-09-04,95.9221,98.2333,97.045,97.6392,2862460
2020-09-07,97.6392,97.7476,96.97,97.3588,4787382
2020-09-08,97.3588,100.7931,100.4457,100.6194,2550053
2020-09-09,100.6194,101.5719,101.2443,101.4081,5521983
2020-09-10,101.4081,100.4102,100.3908,100.4005,1259401
2020-09-11,100.4005,99.5067,98.7899,99.1483,2485681
2020-09-14,99.1483,99.8833,99.6245,99.7539,6754350
2020-09-15,99.7539,99.9859,99.0473,99.5166,7366343
2020-09-16,99.5166,100.88,99.9261,100.403,3061913
2020-09-17,100.403,101.1929,100.8174,101.0051,2319231
2020-09-18,101.0051,101.0284,100.866,100.9472,4567784
2020-09-21,100.9472,100.0698,99.8433,99.9566,5621225
2020-09-22,99.9566,98.2871,98.0837,98.1854,3835379
2020-09-23,98.1854,97.9193,97.4608,97.69,2049317
2020-09-24,97.69,98.9163,98.5412,98.7288,4762511
2020-09-25,98.7288,99.3575,98.6674,99.0124,7125655
2020-09-28,99.0124,98.0979,97.0473,97.5726,1388698
2020-09-29,97.5726,97.8544,97.7555,97.8049,3986142
2020-09-30,97.8049,99.05,97.5254,98.2877,2708578
2020-10-01,98.2877,97.6691,96.8906,97.2799,2059657
2020-10-02,97.2799,97.753,97.2245,97.4888,2731946
2020-10-05,97.4888,97.7867,97.3855,97.5861,6438271
2020-10-06,97.5861,96.3549,96.2165,96.2857,4380323
2020-10-07,96.2857,96.8647,96.5933,96.729,1045726
2020-10-08,96.729,97.602,97.2207,97.4113,3180259
2020-10-09,97.4113,98.9659,98.4646,98.7152,6835312
2020-10-12,98.7152,100.4454,99.5576,100.0015,942244
2020-10-13,100.0015,98.5526,98.2301,98.3914,7899839
2020-10-14,98.3914,97.4134,97.2256,97.3195,5530613
2020-10-15,97.3195,98.2157,97.6887,97.9522,990999
2020-10-16,97.9522,99.3368,97.8383,98.5875,3689189
2020-10-19,98.5875,99.2812,99.1759,99.2285,5312066
2020-10-20,99.2285,104.3602,103.5498,103.955,6700853
2020-10-21,103.955,105.1647,104.2374,104.701,7136736
2020-10-22,104.701,106.2205,106.1183,106.1694,6482357
2020-10-23,106.1694,108.3576,106.4904,107.424,907407
2020-10-26,107.424,108.6666,107.9324,108.2995,1371158
2020-10-27,108.2995,108.154,107.6918,107.9229,1803306
2020-10-28,107.9229,108.9825,108.9036,108.943,5989612
2020-10-29,108.943,108.1131,107.8264,107.9697,920602
2020-10-30,107.9697,107.7777,107.6136,107.6956,4332809
2020-11-02,107.6956,107.4063,106.7984,107.1023,2127650
2020-11-03,107.1023,107.4266,107.053,107.2398,7067304
2020-11-04,107.2398,110.5197,110.0669,110.2933,556635
2020-11-05,110.2933,107.9938,107.7698,107.8818,7711083
2020-11-06,107.8818,109.128,108.485,108.8065,6095734
2020-11-09,108.8065,107.0158,106.4903,106.7531,3362349
2020-11-10,106.7531,106.5794,105.7848,106.1821,2843136
2020-11-11,106.1821,108.0784,107.1435,107.611,6068017
2020-11-12,107.611,107.9573,107.4954,107.7263,5855632
2020-11-13,107.7263,106.7178,106.0302,106.374,4922888
2020-11-16,106.374,105.6515,105.3415,105.4965,4064360
2020-11-17,105.4965,107.1745,105.61,106.3922,6924342
2020-11-18,106.3922,105.5898,105.4012,105.4955,5821417
2020-11-19,105.4955,105.9494,105.6538,105.8016,7628146
2020-11-20,105.8016,105.8995,105.883,105.8913,2220444
2020-11-23,105.8913,105.2255,104.9706,105.098,585166
2020-11-24,105.098,108.2145,107.5242,107.8693,2973006
2020-11-25,107.8693,109.4286,108.0227,108.7257,3943571
2020-11-26,108.7257,106.5945,105.6997,106.1471,7099935
2020-11-27,106.1471,106.8713,105.9623,106.4168,4478966
2020-11-30,106.4168,106.0082,105.2053,105.6067,5558589
2020-12-01,105.6067,107.4548,105.9943,106.7246,4364856
2020-12-02,106.7246,105.7903,105.7019,105.7461,797883
2020-12-03,105.7461,105.7036,105.561,105.6323,7350529
2020-12-04,105.6323,106.336,106.2765,106.3062,4857356
2020-12-07,106.3062,107.948,106.9493,107.4487,4652567
2020-12-08,107.4487,106.3369,105.5509,105.9439,1256079
2020-12-09,105.9439,105.6518,105.4505,105.5511,4133646
2020-12-10,105.5511,105.3923,104.5732,104.9828,6614328
2020-12-11,104.9828,104.403,103.9853,104.1942,1943401
2020-12-14,104.1942,106.5378,106.3763,106.4571,6857709
2020-12-15,106.4571,107.4363,106.5793,107.0078,7270153
2020-12-16,107.0078,106.5725,104.2925,105.4325,1115416
2020-12-17,105.4325,106.9213,106.343,106.6322,4591373
2020-12-18,106.6322,109.7016,109.1291,109.4153,2758233
2020-12-21,109.4153,111.624,110.0012,110.8126,3511165
2020-12-22,110.8126,109.0658,108.6206,108.8432,3232406
2020-12-23,108.8432,108.8398,107.6503,108.245,1686430
2020-12-24,108.245,109.9967,109.8758,109.9362,4655304
2020-12-25,109.9362,109.4549,108.6237,109.0393,7415096
2020-12-28,109.0393,110.3616,108.9473,109.6545,7210605
2020-12-29,109.6545,111.294,110.1294,110.7117,6606466
2020-12-30,110.7117,110.2384,108.8015,109.5199,4309395
2020-12-31,109.5199,109.7995,109.1496,109.4746,7539023
2021-01-01,109.4746,105.3617,105.2981,105.3299,4407297
2021-01-04,105.3299,104.7411,103.4073,104.0742,3229737
2021-01-05,104.0742,103.8926,103.6883,103.7904,6474114
2021-01-06,103.7904,102.6236,101.9336,102.2786,3159786
2021-01-07,102.2786,105.2392,103.4271,104.3332,1660714
2021-01-08,104.3332,102.6608,102.5165,102.5887,812916
2021-01-11,102.5887,102.1293,102.0287,102.079,4635316
2021-01-12,102.079,102.4955,102.0443,102.2699,4734453
2021-01-13,102.2699,104.1035,104.0672,104.0853,848844
2021-01-14,104.0853,103.0318,101.6441,102.338,3480342
2021-01-15,102.338,104.0661,103.549,103.8076,4124656
2021-01-18,103.8076,103.9323,103.7706,103.8514,4822751
2021-01-19,103.8514,102.9712,102.3613,102.6662,3058845
2021-01-20,102.6662,103.8134,102.7228,103.2681,5748575
2021-01-21,103.2681,103.7995,103.2928,103.5461,2112033
2021-01-22,103.5461,102.8491,102.8186,102.8339,3431531
2021-01-25,102.8339,103.1277,102.7741,102.9509,3824024
2021-01-26,102.9509,102.7907,102.2228,102.5067,7623753
2021-01-27,102.5067,103.2549,102.0997,102.6773,5375217
2021-01-28,102.6773,103.5618,103.493,103.5274,3968282
2021-01-29,103.5274,106.1836,104.913,105.5483,1914474
2021-02-01,105.5483,104.3395,103.707,104.0233,853039
2021-02-02,104.0233,106.7875,106.7171,106.7523,7733776
2021-02-03,106.7523,104.9201,103.7038,104.312,1861425
2021-02-04,104.312,104.2822,104.0246,104.1534,2790146
2021-02-05,104.1534,105.2384,104.6071,104.9228,6120724
2021-02-08,104.9228,105.4432,105.1743,105.3087,3457498
2021-02-09,105.3087,105.1167,103.9955,104.5561,5744761
2021-02-10,104.5561,105.1091,103.5441,104.3266,6699951
2021-02-11,104.3266,103.7901,103.6946,103.7424,7100965
2021-02-12,103.7424,103.1082,102.9762,103.0422,2069720
2021-02-15,103.0422,104.4089,103.8497,104.1293,1627787
2021-02-16,104.1293,104.697,104.5185,104.6077,5681930
2021-02-17,104.6077,104.0848,103.4605,103.7727,7996110
2021-02-18,103.7727,105.0644,104.7966,104.9305,5634639
2021-02-19,104.9305,105.6852,105.0143,105.3497,2435657
2021-02-22,105.3497,106.8723,105.9563,106.4143,2482539
2021-02-23,106.4143,107.2627,107.2444,107.2535,4071387
2021-02-24,107.2535,107.0315,105.4159,106.2237,5654124
2021-02-25,106.2237,105.5693,105.5181,105.5437,5414150
2021-02-26,105.5437,106.8282,106.2245,106.5264,2209813
2021-03-01,106.5264,107.9916,106.6918,107.3417,5782433
2021-03-02,107.3417,108.1212,106.5727,107.347,6250233
2021-03-03,107.347,108.2119,106.8491,107.5305,1409210
2021-03-04,107.5305,109.3413,109.1079,109.2246,2452026
2021-03-05,109.2246,108.7053,108.2638,108.4845,7451502
2021-03-08,108.4845,109.9227,108.541,109.2318,532766
2021-03-09,109.2318,109.3901,108.6096,108.9998,6740327
2021-03-10,108.9998,108.9582,108.538,108.7481,5250014
2021-03-11,108.7481,110.2893,110.1598,110.2245,7694478
2021-03-12,110.2245,112.0732,110.637,111.3551,6789270
2021-03-15,111.3551,112.8848,112.0777,112.4813,4968653
2021-03-16,112.4813,114.4143,114.1688,114.2915,5174110
2021-03-17,114.2915,114.7623,113.947,114.3546,7994631
2021-03-18,114.3546,116.3215,114.3362,115.3289,6509723
2021-03-19,115.3289,115.2654,114.6041,114.9348,1960235
2021-03-22,114.9348,115.5148,115.3199,115.4173,1958316
2021-03-23,115.4173,115.727,114.8166,115.2718,1927197
2021-03-24,115.2718,115.5013,115.3801,115.4407,5771082
2021-03-25,115.4407,116.3387,116.2672,116.303,4628784
2021-03-26,116.303,115.3048,115.0976,115.2012,5133662
2021-03-29,115.2012,118.473,117.8586,118.1658,7639580
2021-03-30,118.1658,116.8617,116.7041,116.7829,5432048
2021-03-31,116.7829,115.3317,114.9247,115.1282,6812311
2021-04-01,115.1282,117.2837,116.265,116.7744,7268419
2021-04-02,116.7744,118.5899,117.2588,117.9244,4361460
2021-04-05,117.9244,118.8934,118.7997,118.8465,7602983
2021-04-06,118.8465,119.791,119.7729,119.782,3553380
2021-04-07,119.782,120.1397,119.4609,119.8003,811385
2021-04-08,119.8003,118.6635,118.4423,118.5529,7418863
2021-04-09,118.5529,119.1489,118.2438,118.6964,4107323
2021-04-12,118.6964,117.9063,117.6358,117.7711,7934869
2021-04-13,117.7711,119.485,118.901,119.193,7014524
2021-04-14,119.193,119.1907,118.8465,119.0186,6757838
2021-04-15,119.0186,118.4201,117.3415,117.8808,7147883
2021-04-16,117.8808,117.5133,117.4112,117.4622,1433476
2021-04-19,117.4622,118.0969,118.0655,118.0812,6915261
2021-04-20,118.0812,117.4179,117.2226,117.3203,2428854
2021-04-21,117.3203,116.263,116.1435,116.2032,1309359
2021-04-22,116.2032,117.4561,115.701,116.5785,2712809
2021-04-23,116.5785,117.2135,116.7001,116.9568,3450214
2021-04-26,116.9568,116.3255,116.2392,116.2824,2701580
2021-04-27,116.2824,115.7356,115.5877,115.6616,6913491
2021-04-28,115.6616,116.4959,115.542,116.0189,1994139
2021-04-29,116.0189,114.6319,113.4771,114.0545,5973660
2021-04-30,114.0545,112.5667,111.7893,112.178,3509828
2021-05-03,112.178,111.6798,110.817,111.2484,4652092
2021-05-04,111.2484,111.1868,110.8074,110.9971,2290146
2021-05-05,110.9971,111.7335,111.1574,111.4454,569518
2021-05-06,111.4454,114.2759,112.6643,113.4701,676355
2021-05-07,113.4701,115.2259,114.1308,114.6784,2416334
2021-05-10,114.6784,114.9138,114.0719,114.4928,3264717
2021-05-11,114.4928,114.9593,114.0428,114.501,620243
2021-05-12,114.501,113.4693,112.8622,113.1657,5701682
2021-05-13,113.1657,113.8049,112.5442,113.1745,6542060
2021-05-14,113.1745,112.9299,112.7042,112.817,7730057
2021-05-17,112.817,113.4196,113.1579,113.2888,7187764
2021-05-18,113.2888,112.3202,112.0866,112.2034,3699039
2021-05-19,112.2034,112.9994,112.8781,112.9387,6814148
2021-05-20,112.9387,115.4429,114.6965,115.0697,2197818
2021-05-21,115.0697,115.319,114.5893,114.9541,3276374
2021-05-24,114.9541,116.3524,114.7361,115.5443,7183635
2021-05-25,115.5443,117.1481,115.9321,116.5401,2818620
2021-05-26,116.5401,116.7866,115.2437,116.0151,3987379
2021-05-27,116.0151,116.843,115.8819,116.3625,6871608
2021-05-28,116.3625,116.9396,115.8903,116.415,3060837
2021-05-31,116.415,117.0952,116.0777,116.5865,4174942
2021-06-01,116.5865,115.7345,115.3548,115.5446,7800259
2021-06-02,115.5446,116.1247,115.102,115.6133,6795425
2021-06-03,115.6133,116.4412,116.2412,116.3412,1584309
2021-06-04,116.3412,118.5663,118.2745,118.4204,2929151
2021-06-07,118.4204,120.2011,119.4537,119.8274,541743
2021-06-08,119.8274,123.6454,122.3561,123.0007,6397361
2021-06-09,123.0007,122.5905,121.2293,121.9099,670948
2021-06-10,121.9099,123.5068,122.9526,123.2297,5588181
2021-06-11,123.2297,123.6415,123.4348,123.5382,6811779
2021-06-14,123.5382,127.7198,126.0112,126.8655,4169021
2021-06-15,126.8655,126.0838,125.2735,125.6786,6021452
2021-06-16,125.6786,124.9362,123.9756,124.4559,7350322
2021-06-17,124.4559,124.3998,122.8023,123.601,1001793
2021-06-18,123.601,121.1219,119.9317,120.5268,826284
2021-06-21,120.5268,120.0886,119.5208,119.8047,2330314
2021-06-22,119.8047,118.7664,118.7414,118.7539,4277341
2021-06-23,118.7539,119.1375,118.8708,119.0041,6613141
2021-06-24,119.0041,119.9161,119.1419,119.529,768508
2021-06-25,119.529,122.4947,122.0799,122.2873,5085315
2021-06-28,122.2873,123.9616,123.4926,123.7271,6171445
2021-06-29,123.7271,122.9175,122.9033,122.9104,6398931
2021-06-30,122.9104,121.8947,121.3631,121.6289,5476563
2021-07-01,121.6289,122.3888,122.3825,122.3857,6362766
2021-07-02,122.3857,120.7085,120.2878,120.4982,2270403
2021-07-05,120.4982,123.2667,123.1587,123.2127,4871272
2021-07-06,123.2127,125.0506,124.9623,125.0065,6848518
2021-07-07,125.0065,124.526,124.1579,124.3419,5429426
2021-07-08,124.3419,121.9745,121.7223,121.8484,7460677
2021-07-09,121.8484,124.6735,123.0892,123.8813,1776485
2021-07-12,123.8813,124.026,123.4707,123.7483,1006995
2021-07-13,123.7483,125.7863,125.4894,125.6378,2685454
2021-07-14,125.6378,123.6376,122.9501,123.2938,6762094
2021-07-15,123.2938,122.6105,122.2835,122.447,2572723
2021-07-16,122.447,123.0662,121.9166,122.4914,5727528
2021-07-19,122.4914,122.7785,122.416,122.5972,3335743
2021-07-20,122.5972,122.0259,121.9211,121.9735,1065635
2021-07-21,121.9735,123.1456,122.7053,122.9254,1027409
2021-07-22,122.9254,122.1598,120.6342,121.397,2680945
2021-07-23,121.397,121.7725,120.6798,121.2262,2101028
2021-07-26,121.2262,122.0177,120.8578,121.4377,787635
2021-07-27,121.4377,122.2963,122.1565,122.2264,1083510
2021-07-28,122.2264,124.1661,122.457,123.3116,7469981
2021-07-29,123.3116,122.7812,120.6089,121.6951,5222340
2021-07-30,121.6951,119.8161,119.2061,119.5111,6293721
2021-08-02,119.5111,121.6372,121.1508,121.394,7956579
2021-08-03,121.394,122.7939,121.0373,121.9156,5278972
2021-08-04,121.9156,121.1241,120.5994,120.8617,6835787
2021-08-05,120.8617,123.5576,122.7813,123.1694,5445697
2021-08-06,123.1694,123.6839,123.0711,123.3775,3611500
2021-08-09,123.3775,125.2577,125.0893,125.1735,2193481
2021-08-10,125.1735,125.5492,125.0759,125.3125,5520296
2021-08-11,125.3125,129.5058,127.4713,128.4886,3561342
2021-08-12,128.4886,131.6558,130.8704,131.2631,1100198
2021-08-13,131.2631,131.4726,130.3491,130.9108,897891
2021-08-16,130.9108,132.6126,132.359,132.4858,3581362
2021-08-17,132.4858,134.6639,132.4478,133.5558,5194505
2021-08-18,133.5558,136.3076,135.3087,135.8082,4147965
2021-08-19,135.8082,135.6441,132.9259,134.285,1541566
2021-08-20,134.285,135.5906,135.2807,135.4357,5739167
2021-08-23,135.4357,137.8122,136.6037,137.208,7523032
2021-08-24,137.208,135.4356,133.3302,134.3829,5752948
2021-08-25,134.3829,133.1798,131.8762,132.528,4224476
2021-08-26,132.528,129.6201,129.1061,129.3631,5581502
2021-08-27,129.3631,129.2243,128.7442,128.9842,2119282
2021-08-30,128.9842,130.1939,130.0835,130.1387,3934078
2021-08-31,130.1387,133.9479,131.1439,132.5459,4298196
2021-09-01,132.5459,133.5014,131.9058,132.7036,2335295
2021-09-02,132.7036,135.5006,135.2258,135.3632,1570913
2021-09-03,135.3632,133.429,132.9307,133.1798,3797466
2021-09-06,133.1798,131.0912,129.9575,130.5243,4941971
2021-09-07,130.5243,130.5277,130.4254,130.4765,5350825
2021-09-08,130.4765,131.2801,130.957,131.1186,7823777
2021-09-09,131.1186,131.3119,130.9011,131.1065,7305697
2021-09-10,131.1065,128.0699,127.7945,127.9322,1387099
2021-09-13,127.9322,128.0093,127.6583,127.8338,6095095
2021-09-14,127.8338,126.1991,125.5731,125.8861,7938096
2021-09-15,125.8861,127.1275,126.7522,126.9399,3553407
2021-09-16,126.9399,127.7301,127.3454,127.5378,4645295
2021-09-17,127.5378,126.16,126.1305,126.1452,1917231
2021-09-20,126.1452,125.9723,124.8425,125.4074,2031181
2021-09-21,125.4074,123.8861,123.8352,123.8606,907974
2021-09-22,123.8606,124.6827,122.9266,123.8046,4104724
2021-09-23,123.8046,125.9017,124.6371,125.2694,7318922
2021-09-24,125.2694,124.2821,123.3849,123.8335,7347575
2021-09-27,123.8335,124.9481,124.2963,124.6222,4827552
2021-09-28,124.6222,124.164,123.5737,123.8688,1651882
2021-09-29,123.8688,123.4075,122.058,122.7327,6956182
2021-09-30,122.7327,123.6594,121.5645,122.612,1444131
2021-10-01,122.612,122.6549,119.6142,121.1345,7499366
